tid;class;time;latitude;longitude;gid;semantic_stop_id;semantic_move_id
198812    ;1 ;96;92.8;22.4;11282;976;
198812    ;1 ;102;93;23.1;11283;976;
198812    ;1 ;108;93.2;23.8;11284;976;
198812    ;1 ;114;93.8;24.4;11285;;
198812    ;1 ;120;94.9;25.5;11286;977;
198812    ;1 ;126;95.8;26.5;11287;977;
198812    ;1 ;132;97.2;27.3;11288;977;
198812    ;1 ;138;98.7;27.9;11289;;
198812    ;1 ;144;100.2;28.9;11290;;
198812    ;1 ;150;102.3;29.7;11291;;
198812    ;1 ;156;104.8;31;11292;;
198812    ;1 ;162;109.5;32.5;11293;;
198812    ;1 ;168;114;34;11294;;
198812    ;1 ;174;120;36;11295;;
198812    ;1 ;180;126;39;11296;;
198812    ;1 ;186;131;40;11297;;
198812    ;1 ;192;135;44;11298;;
198812    ;1 ;198;137;48;11299;;
198812    ;1 ;204;138;52;11300;;
198812    ;1 ;210;136;52.5;11301;;
198812    ;1 ;216;134;52;11302;;
198901    ;TS;0;84;27;11303;628;
198901    ;TS;6;84;27;11304;628;
198901    ;TS;12;84;27.2;11305;628;
198901    ;TS;18;84.1;27.4;11306;628;
198901    ;TS;24;84.2;27.6;11307;628;
198901    ;TS;30;84.2;27.8;11308;628;
198901    ;TS;36;84.2;28.1;11309;628;
198901    ;TS;42;84.3;28.6;11310;628;
198901    ;TS;48;84.3;29.1;11311;628;
198901    ;TS;54;84.3;29.7;11312;628;
198901    ;TS;60;84.7;30.2;11313;628;
198901    ;TS;66;85.1;30.6;11314;2101;
198901    ;TS;72;85.4;30.9;11315;629;
198901    ;TS;78;85.8;31.1;11316;629;
198901    ;TS;84;86.1;31.1;11317;629;
198901    ;TS;90;86.3;31;11318;629;
198901    ;TS;96;86.2;30.6;11319;629;
198901    ;TS;102;85.8;30.5;11320;629;
198901    ;TS;108;85.4;30.3;11321;629;
198901    ;TS;114;85;30.1;11322;629;
198901    ;TS;120;84.8;29.8;11323;629;
198901    ;TS;126;84.7;29.6;11324;629;
198901    ;TS;132;84.3;29.7;11325;629;
198901    ;TS;138;84.3;30.4;11326;629;
198901    ;TS;144;84.5;31.1;11327;629;
198901    ;TS;150;84.9;31.8;11328;629;
198901    ;TS;156;85.5;32.3;11329;629;
198901    ;TS;162;86.2;32.8;11330;;
198902    ;TS;0;142.2;12.8;11331;;
198902    ;TS;6;140.1;13;11332;;
198902    ;TS;12;137.9;13.9;11333;;
198902    ;TS;18;135.4;15;11334;2332;
198902    ;TS;24;133.1;16.3;11335;2332;
198902    ;TS;30;131.8;17.7;11336;2332;
198902    ;TS;36;130.8;18.8;11337;;
198902    ;TS;42;129.6;19.8;11338;2333;
198902    ;TS;48;128.2;20.7;11339;2333;
198902    ;TS;54;126.9;21.4;11340;2333;
198902    ;TS;60;126.1;22.1;11341;698;
198902    ;TS;66;125.6;22.8;11342;698;
198902    ;TS;72;125.1;23.5;11343;698;
198902    ;TS;78;124.6;23.8;11344;698;
198902    ;TS;84;124;24;11345;698;
198902    ;TS;90;123.4;23.9;11346;698;
198902    ;TS;96;122.6;23.7;11347;2334;
198902    ;TS;102;121.9;23.3;11348;;
198903    ;1 ;0;90;22.5;11349;1471;
198903    ;1 ;6;89.8;23.5;11350;1471;
198903    ;1 ;12;89.5;24.4;11351;1471;
198903    ;1 ;18;89;25.4;11352;1471;
198903    ;1 ;24;88.3;26.2;11353;1471;
198903    ;1 ;30;87.8;27.1;11354;;
198903    ;1 ;36;87.2;27.9;11355;1472;
198903    ;1 ;42;86.5;28.7;11356;1472;
198903    ;1 ;48;85.7;29.5;11357;1472;
198903    ;1 ;54;84.8;30.2;11358;1472;
198903    ;1 ;60;83.9;30.8;11359;1472;
198903    ;1 ;66;83.1;31.5;11360;;
198903    ;1 ;72;82.5;32.3;11361;;
198903    ;1 ;78;82;33.3;11362;;
198903    ;1 ;84;81.5;34.5;11363;;
198904    ;2 ;0;138.2;14.8;11364;1680;
198904    ;2 ;6;135.9;15;11365;1680;
198904    ;2 ;12;134;15.1;11366;1680;
198904    ;2 ;18;132.4;15.4;11367;;
198904    ;2 ;24;130.7;15.8;11368;1681;
198904    ;2 ;30;128.9;16.1;11369;1681;
198904    ;2 ;36;127.1;16.4;11370;1681;
198904    ;2 ;42;125.4;16.6;11371;;
198904    ;2 ;48;123.6;16.9;11372;1682;
198904    ;2 ;54;121.9;17.3;11373;1682;
198904    ;2 ;60;120.5;17.9;11374;1682;
198904    ;2 ;66;119.3;18.5;11375;512;
198904    ;2 ;72;118.3;18.9;11376;512;
198904    ;2 ;78;117.3;19.3;11377;512;
198904    ;2 ;84;116.6;19.7;11378;512;
198904    ;2 ;90;116.2;20.1;11379;512;
198904    ;2 ;96;116.1;20.4;11380;1683;
198904    ;2 ;102;116.1;20.9;11381;1683;
198904    ;2 ;108;116.2;21.6;11382;1683;
198904    ;2 ;114;116.2;22.5;11383;1683;
198904    ;2 ;120;116.2;23.5;11384;1683;
198904    ;2 ;126;116.1;24.7;11385;;
198904    ;2 ;132;116;26;11386;1684;
198904    ;2 ;138;115.7;27.6;11387;1684;
198904    ;2 ;144;115.4;29.2;11388;1684;
198904    ;2 ;150;115;30.8;11389;;
198904    ;2 ;156;114.9;32.4;11390;1685;
198904    ;2 ;162;115.1;34;11391;1685;
198904    ;2 ;168;115.5;35.6;11392;1685;
198904    ;2 ;174;116;37.5;11393;;
198904    ;2 ;180;116.6;39.4;11394;;
198904    ;2 ;186;117.9;41.7;11395;;
198904    ;2 ;192;120.3;44.1;11396;;
198904    ;2 ;198;123.5;46.5;11397;;
198904    ;2 ;204;126.8;48.8;11398;;
198904    ;2 ;210;131.9;50.8;11399;;
198904    ;2 ;216;138.1;51.8;11400;;
198905    ;2 ;0;157.6;14.3;11401;823;
198905    ;2 ;6;156.2;15.2;11402;823;
198905    ;2 ;12;154.8;16.2;11403;823;
198905    ;2 ;18;153.5;17;11404;;
198905    ;2 ;24;152.2;17.4;11405;824;
198905    ;2 ;30;150.6;17.7;11406;824;
198905    ;2 ;36;148.9;18.1;11407;824;
198905    ;2 ;42;147.3;18.5;11408;;
198905    ;2 ;48;145.7;19.1;11409;825;
198905    ;2 ;54;144.4;19.6;11410;825;
198905    ;2 ;60;143.1;20.1;11411;825;
198905    ;2 ;66;141.7;20.6;11412;825;
198905    ;2 ;72;140.3;21.1;11413;;
198905    ;2 ;78;138.9;22;11414;826;
198905    ;2 ;84;137.9;23.3;11415;826;
198905    ;2 ;90;137.2;24.7;11416;826;
198905    ;2 ;96;136.7;26.2;11417;;
198905    ;2 ;102;136.2;27.6;11418;827;
198905    ;2 ;108;135.5;28.8;11419;226;
198905    ;2 ;114;134.8;29.7;11420;226;
198905    ;2 ;120;134.1;30.3;11421;226;
198905    ;2 ;126;133.7;30.9;11422;226;
198905    ;2 ;132;133.8;31.5;11423;226;
198905    ;2 ;138;134;32;11424;827;
198905    ;2 ;144;134.4;32.6;11425;827;
198905    ;2 ;150;134.8;33.3;11426;;
198905    ;2 ;156;135.5;34.1;11427;828;
198905    ;2 ;162;136.4;35.1;11428;828;
198905    ;2 ;168;137.6;36.3;11429;828;
198905    ;2 ;174;138.9;37.6;11430;;
198905    ;2 ;180;140.3;39;11431;;
198905    ;2 ;186;141.7;40.6;11432;;
198905    ;2 ;192;142.8;42.3;11433;;
198905    ;2 ;198;143.8;44.4;11434;;
198905    ;2 ;204;144.9;47;11435;;
198905    ;2 ;210;146.5;49.5;11436;;
198905    ;2 ;216;148.2;51.9;11437;;
198906    ;1 ;0;159;16.8;11438;296;
198906    ;1 ;6;158.3;16.9;11439;296;
198906    ;1 ;12;157.8;17;11440;296;
198906    ;1 ;18;157.1;17.2;11441;296;
198906    ;1 ;24;156.5;17.4;11442;296;
198906    ;1 ;30;156.1;17.8;11443;296;
198906    ;1 ;36;156;18.2;11444;296;
198906    ;1 ;42;155.7;18.7;11445;1014;
198906    ;1 ;48;155.4;19.1;11446;297;
198906    ;1 ;54;155.2;19.7;11447;297;
198906    ;1 ;60;155.1;20;11448;297;
198906    ;1 ;66;155.1;20.5;11449;297;
198906    ;1 ;72;154.7;20.8;11450;297;
198906    ;1 ;78;154;21.1;11451;297;
198906    ;1 ;84;153.1;21.4;11452;1015;
198906    ;1 ;90;152.2;21.9;11453;1015;
198906    ;1 ;96;151.3;22.5;11454;1015;
198906    ;1 ;102;150.3;23.4;11455;1015;
198906    ;1 ;108;149;24.2;11456;;
198906    ;1 ;114;147.6;25.1;11457;;
198906    ;1 ;120;146;26.3;11458;;
198906    ;1 ;126;144.4;27.6;11459;;
198906    ;1 ;132;142.9;28.9;11460;1016;
198906    ;1 ;138;141.4;29.7;11461;1016;
198906    ;1 ;144;140.3;30.5;11462;298;
198906    ;1 ;150;138.9;31.1;11463;298;
198906    ;1 ;156;139.2;31.8;11464;298;
198906    ;1 ;162;139.1;32.2;11465;298;
198906    ;1 ;168;139.1;32.7;11466;298;
198906    ;1 ;174;139.1;33;11467;298;
198906    ;1 ;180;139;33.1;11468;298;
198906    ;1 ;186;138.7;33.2;11469;298;
198906    ;1 ;192;138.2;33.2;11470;298;
198906    ;1 ;198;137.7;33.4;11471;1017;
198906    ;1 ;204;137.1;33.5;11472;1017;
198906    ;1 ;210;136.1;33.8;11473;1017;
198906    ;1 ;216;134.8;34;11474;1017;
198906    ;1 ;222;133.7;34.3;11475;;
198906    ;1 ;228;132.5;34.9;11476;299;
198906    ;1 ;234;131.9;35.3;11477;299;
198906    ;1 ;240;131.2;35.7;11478;299;
198906    ;1 ;246;131.3;36;11479;299;
198906    ;1 ;252;131.4;36.3;11480;299;
198906    ;1 ;258;131.7;36.7;11481;299;
198906    ;1 ;264;131.8;36.9;11482;299;
198906    ;1 ;270;131.9;37.2;11483;299;
198906    ;1 ;276;132;37.4;11484;299;
198906    ;1 ;282;132.1;37.6;11485;299;
198906    ;1 ;288;132.2;38;11486;299;
198906    ;1 ;294;132.3;38.5;11487;1018;
198906    ;1 ;300;132.4;39.3;11488;1018;
198906    ;1 ;306;133;40.4;11489;;
198906    ;1 ;312;133.3;41.3;11490;1019;
198906    ;1 ;318;134.2;42.4;11491;1019;
198906    ;1 ;324;135.2;43.6;11492;1019;
198906    ;1 ;330;137.2;45;11493;;
198906    ;1 ;336;139.5;46.5;11494;;
198906    ;1 ;342;142;46.5;11495;;
198906    ;1 ;348;144.5;46.5;11496;;
198906    ;1 ;354;146.5;45.5;11497;1020;
198906    ;1 ;360;148.5;44.5;11498;1020;
198906    ;1 ;366;149.8;43.5;11499;1020;
198906    ;1 ;372;151;42.5;11500;;
198907    ;4 ;0;159;11.6;11501;117;
198907    ;4 ;6;157;11.3;11502;117;
198907    ;4 ;12;155.2;11.3;11503;117;
198907    ;4 ;18;153.5;11.4;11504;;
198907    ;4 ;24;151.7;11.5;11505;118;
198907    ;4 ;30;150;11.5;11506;118;
198907    ;4 ;36;148.3;11.5;11507;118;
198907    ;4 ;42;146.6;11.8;11508;;
198907    ;4 ;48;144.9;12.3;11509;119;
198907    ;4 ;54;143.2;12.8;11510;119;
198907    ;4 ;60;141.4;13.4;11511;119;
198907    ;4 ;66;139.7;13.9;11512;;
198907    ;4 ;72;138;14.4;11513;120;
198907    ;4 ;78;136.2;14.8;11514;120;
198907    ;4 ;84;134.5;15.2;11515;120;
198907    ;4 ;90;132.8;15.6;11516;;
198907    ;4 ;96;131.2;16.1;11517;121;
198907    ;4 ;102;129.7;16.5;11518;121;
198907    ;4 ;108;128.5;17;11519;121;
198907    ;4 ;114;127.3;17.4;11520;121;
198907    ;4 ;120;126.2;18;11521;;
198907    ;4 ;126;125.2;18.6;11522;122;
198907    ;4 ;132;124.3;19.3;11523;122;
198907    ;4 ;138;123.5;19.9;11524;122;
198907    ;4 ;144;122.8;20.6;11525;122;
198907    ;4 ;150;122.2;21.4;11526;122;
198907    ;4 ;156;121.7;22.2;11527;;
198907    ;4 ;162;121.2;23.1;11528;123;
198907    ;4 ;168;120.7;24;11529;123;
198907    ;4 ;174;120.2;25.1;11530;123;
198907    ;4 ;180;120;26.4;11531;123;
198907    ;4 ;186;120;27.7;11532;;
198907    ;4 ;192;120.1;29;11533;124;
198907    ;4 ;198;120.2;30.5;11534;124;
198907    ;4 ;204;120.4;32.1;11535;124;
198907    ;4 ;210;120.4;33.7;11536;;
198907    ;4 ;216;120.4;35.1;11537;125;
198907    ;4 ;222;120.3;36.4;11538;25;
198907    ;4 ;228;120.2;37.2;11539;25;
198907    ;4 ;234;120.1;38;11540;25;
198907    ;4 ;240;120;38.5;11541;25;
198907    ;4 ;246;119.9;38.9;11542;25;
198907    ;4 ;252;119.7;39.1;11543;25;
198907    ;4 ;258;119.6;39.1;11544;25;
198907    ;4 ;264;119.4;39.1;11545;25;
198907    ;4 ;270;118.9;39.1;11546;25;
198907    ;4 ;276;118.4;39.1;11547;25;
198907    ;4 ;282;118;39;11548;25;
198907    ;4 ;288;118;39.4;11549;25;
198907    ;4 ;294;118.7;39.9;11550;125;
198907    ;4 ;300;119.4;40.2;11551;125;
198907    ;4 ;306;120.3;40.3;11552;125;
198907    ;4 ;312;121.3;40.5;11553;;
198907    ;4 ;318;122.9;41;11554;;
198907    ;4 ;324;124.7;41.8;11555;;
198907    ;4 ;330;126.5;42.7;11556;;
198907    ;4 ;336;128.5;43.8;11557;;
198908    ;5 ;0;160;13.2;11558;379;
198908    ;5 ;6;158.2;13.3;11559;379;
198908    ;5 ;12;156.3;13.2;11560;379;
198908    ;5 ;18;154.5;13;11561;;
198908    ;5 ;24;152.7;12.8;11562;380;
198908    ;5 ;30;150.8;12.5;11563;380;
198908    ;5 ;36;149;12.5;11564;380;
198908    ;5 ;42;147.1;12.5;11565;;
198908    ;5 ;48;145.2;12.5;11566;381;
198908    ;5 ;54;143.3;12.6;11567;381;
198908    ;5 ;60;141.8;12.6;11568;381;
198908    ;5 ;66;140;12.7;11569;;
198908    ;5 ;72;138.2;12.8;11570;382;
198908    ;5 ;78;136.5;12.8;11571;382;
198908    ;5 ;84;135.1;12.9;11572;382;
198908    ;5 ;90;133.7;13;11573;;
198908    ;5 ;96;132.2;13.2;11574;383;
198908    ;5 ;102;130.9;13.6;11575;383;
198908    ;5 ;108;129.5;13.8;11576;383;
198908    ;5 ;114;128.1;14;11577;383;
198908    ;5 ;120;126.7;14.2;11578;;
198908    ;5 ;126;125.4;14.6;11579;384;
198908    ;5 ;132;123.9;14.8;11580;384;
198908    ;5 ;138;122.7;15.1;11581;384;
198908    ;5 ;144;121.6;15.4;11582;384;
198908    ;5 ;150;120.6;15.8;11583;384;
198908    ;5 ;156;119.6;16.1;11584;;
198908    ;5 ;162;118.5;16.4;11585;385;
198908    ;5 ;168;117.5;16.6;11586;385;
198908    ;5 ;174;116.5;16.9;11587;385;
198908    ;5 ;180;115.9;17.2;11588;385;
198908    ;5 ;186;115.2;17.7;11589;385;
198908    ;5 ;192;114.5;18.2;11590;385;
198908    ;5 ;198;113.6;19.1;11591;;
198908    ;5 ;204;113.2;19.7;11592;386;
198908    ;5 ;210;112.7;20.7;11593;386;
198908    ;5 ;216;112;21.6;11594;386;
198908    ;5 ;222;111.4;22.6;11595;386;
198908    ;5 ;228;110.7;23.5;11596;386;
198908    ;5 ;234;109.9;24.4;11597;;
198908    ;5 ;240;109;25.2;11598;387;
198908    ;5 ;246;107.8;26.3;11599;387;
198908    ;5 ;252;106.6;27.2;11600;387;
198908    ;5 ;258;105.1;28;11601;;
198908    ;5 ;264;103.9;29;11602;;
198908    ;5 ;270;102.5;30.2;11603;;
198908    ;5 ;276;101.2;31.7;11604;;
198908    ;5 ;282;99.7;33.5;11605;;
198908    ;5 ;288;98.3;35.9;11606;;
198908    ;5 ;294;98.2;38.5;11607;;
198908    ;5 ;300;99.8;42.2;11608;;
198908    ;5 ;306;105.5;46;11609;;
198908    ;5 ;312;111;49;11610;;
198908    ;5 ;318;115;51;11611;;
198908    ;5 ;324;118;52;11612;388;
198908    ;5 ;330;119.5;52.5;11613;388;
198908    ;5 ;336;120.5;53;11614;388;
198908    ;5 ;342;121.5;53.5;11615;388;
198908    ;5 ;348;123;54;11616;;
198908    ;5 ;354;128;56;11617;;
198908    ;5 ;360;134;58;11618;;
198909    ;TS;0;136;11.3;11619;;
198909    ;TS;6;134;11.2;11620;;
198909    ;TS;12;132;11.2;11621;;
198909    ;TS;18;130;11.3;11622;1837;
198909    ;TS;24;128.3;11.5;11623;1837;
198909    ;TS;30;126.8;11.9;11624;1837;
198909    ;TS;36;125.4;12.6;11625;;
198909    ;TS;42;124.5;14;11626;1838;
198909    ;TS;48;123.9;15.6;11627;1838;
198909    ;TS;54;123.2;17;11628;1838;
198909    ;TS;60;122.5;18.1;11629;1838;
198909    ;TS;66;121.8;19.2;11630;;
198909    ;TS;72;120.8;20;11631;1839;
198909    ;TS;78;119.7;20.5;11632;1839;
198909    ;TS;84;118.7;20.9;11633;1839;
198909    ;TS;90;117.8;21.3;11634;1839;
198909    ;TS;96;116.9;21.7;11635;1839;
198909    ;TS;102;115.9;21.9;11636;;
198909    ;TS;108;114.9;22.2;11637;;
198909    ;TS;114;114;22.4;11638;;
198909    ;TS;120;113;22.5;11639;;
198910    ;1 ;0;87.6;19.4;11640;563;
198910    ;1 ;6;87.3;19.8;11641;563;
198910    ;1 ;12;87;20.4;11642;563;
198910    ;1 ;18;86.8;21;11643;563;
198910    ;1 ;24;86.7;21.7;11644;563;
198910    ;1 ;30;86.6;22.6;11645;1875;
198910    ;1 ;36;86.5;23.5;11646;564;
198910    ;1 ;42;86.7;24.2;11647;564;
198910    ;1 ;48;86.9;24.6;11648;564;
198910    ;1 ;54;87.2;25;11649;564;
198910    ;1 ;60;86.9;25.8;11650;564;
198910    ;1 ;66;86.6;26.5;11651;564;
198910    ;1 ;72;86;27.3;11652;1876;
198910    ;1 ;78;85.4;28.1;11653;1876;
198910    ;1 ;84;85;29.1;11654;1876;
198910    ;1 ;90;85.1;30.4;11655;;
198910    ;1 ;96;85.5;32;11656;;
198910    ;1 ;102;86.2;33.8;11657;;
198911    ;TS;0;96;17.1;11658;490;
198911    ;TS;6;95.2;18;11659;490;
198911    ;TS;12;94.9;19;11660;490;
198911    ;TS;18;94.9;19.5;11661;490;
198911    ;TS;24;95;20;11662;490;
198911    ;TS;30;95.4;20.4;11663;490;
198911    ;TS;36;95.8;20.8;11664;490;
198911    ;TS;42;96.4;20.8;11665;490;
198911    ;TS;48;96.6;20.8;11666;490;
198911    ;TS;54;96.9;20.5;11667;490;
198911    ;TS;60;96.9;19.9;11668;490;
198911    ;TS;66;96.8;19.3;11669;490;
198911    ;TS;72;96.7;19;11670;490;
198911    ;TS;78;96;18.5;11671;490;
198911    ;TS;84;95.5;18;11672;490;
198911    ;TS;90;95.1;17.8;11673;490;
198911    ;TS;96;94.5;17.5;11674;490;
198911    ;TS;102;94.5;17.5;11675;490;
198911    ;TS;108;94.5;17.5;11676;490;
198911    ;TS;114;94.7;17.4;11677;490;
198911    ;TS;120;95;17.2;11678;490;
198911    ;TS;126;95.5;17;11679;490;
198911    ;TS;132;96.1;16.5;11680;490;
198911    ;TS;138;96.1;16.5;11681;;
199001    ;TS;0;138.1;8.8;11682;2259;
199001    ;TS;6;136.8;8.9;11683;2259;
199001    ;TS;12;135.4;9.3;11684;2259;
199001    ;TS;18;133.6;9.3;11685;;
199001    ;TS;24;131.6;9.2;11686;2260;
199001    ;TS;30;129.7;9.2;11687;2260;
199001    ;TS;36;127.9;9.4;11688;2260;
199001    ;TS;42;126.3;9.7;11689;;
199001    ;TS;48;124.7;10.1;11690;2261;
199001    ;TS;54;123.2;10.5;11691;2261;
199001    ;TS;60;121.5;10.8;11692;2261;
199001    ;TS;66;120;11.1;11693;;
199001    ;TS;72;118.7;11.7;11694;2262;
199001    ;TS;78;117.5;12.4;11695;2262;
199001    ;TS;84;116.3;13.1;11696;2262;
199001    ;TS;90;115;13.7;11697;2262;
199001    ;TS;96;113.6;14.2;11698;;
199001    ;TS;102;112.1;14.8;11699;;
199001    ;TS;108;110.2;15.6;11700;;
199001    ;TS;114;108.2;16.2;11701;;
199001    ;TS;120;106.2;16.6;11702;;
199001    ;TS;126;104.4;16.5;11703;;
199002    ;1 ;0;105;34;11704;1961;
199002    ;1 ;6;106.2;33.6;11705;1961;
199002    ;1 ;12;107.3;33;11706;1961;
199002    ;1 ;18;108.1;32.1;11707;1961;
199002    ;1 ;24;108.2;31.2;11708;586;
199002    ;1 ;30;107.8;30.7;11709;586;
199002    ;1 ;36;107.2;30.5;11710;586;
199002    ;1 ;42;106.6;30.3;11711;586;
199002    ;1 ;48;106;30.1;11712;586;
199002    ;1 ;54;105.4;29.8;11713;586;
199002    ;1 ;60;104.8;29.6;11714;1961;
199002    ;1 ;66;104.4;29.3;11715;587;
199002    ;1 ;72;104.2;29.1;11716;587;
199002    ;1 ;78;104;28.8;11717;587;
199002    ;1 ;84;104.2;28.6;11718;587;
199002    ;1 ;90;104.6;28.8;11719;587;
199002    ;1 ;96;105.2;29.1;11720;587;
199002    ;1 ;102;105.8;29.6;11721;587;
199002    ;1 ;108;106.4;30.2;11722;587;
199002    ;1 ;114;107;30.8;11723;1961;
199002    ;1 ;120;107.8;31.3;11724;1961;
199002    ;1 ;126;108.8;31.9;11725;1961;
199002    ;1 ;132;109.8;32.7;11726;1961;
199002    ;1 ;138;110.8;33.7;11727;;
199002    ;1 ;144;111.7;34.7;11728;1962;
199002    ;1 ;150;112.5;35.7;11729;1962;
199002    ;1 ;156;113;36.6;11730;1962;
199002    ;1 ;162;113.5;37.5;11731;1962;
199002    ;1 ;168;114.1;38.3;11732;1962;
199002    ;1 ;174;114.7;39;11733;;
199002    ;1 ;180;115.5;39.6;11734;1963;
199002    ;1 ;186;116.3;40.3;11735;1963;
199002    ;1 ;192;117.3;41.1;11736;1963;
199002    ;1 ;198;118.5;42.4;11737;;
199002    ;1 ;204;119.5;44.2;11738;;
199002    ;1 ;210;120;46;11739;;
199002    ;1 ;216;120;48.4;11740;;
199003    ;TS;0;157.8;10.1;11741;1719;
199003    ;TS;6;156.7;10.4;11742;1719;
199003    ;TS;12;155.5;10.8;11743;1719;
199003    ;TS;18;154.4;11.1;11744;1719;
199003    ;TS;24;153.1;11.5;11745;;
199003    ;TS;30;151.7;12.2;11746;1720;
199003    ;TS;36;150.3;13.4;11747;1720;
199003    ;TS;42;148.8;14.6;11748;1720;
199003    ;TS;48;147.7;15.4;11749;;
199003    ;TS;54;146.5;16.1;11750;1721;
199003    ;TS;60;145.3;16.7;11751;1721;
199003    ;TS;66;144.1;17.4;11752;1721;
199003    ;TS;72;142.9;18.1;11753;1721;
199003    ;TS;78;141.6;18.8;11754;;
199003    ;TS;84;140.3;19.3;11755;1722;
199003    ;TS;90;139.2;19.8;11756;1722;
199003    ;TS;96;138.1;20.4;11757;1722;
199003    ;TS;102;137.2;21.2;11758;1722;
199003    ;TS;108;136.5;22;11759;1722;
199003    ;TS;114;136;22.8;11760;;
199003    ;TS;120;135.5;23.6;11761;1723;
199003    ;TS;126;134.9;24.4;11762;523;
199003    ;TS;132;134.3;25.3;11763;523;
199003    ;TS;138;133.7;26.1;11764;523;
199003    ;TS;144;133.3;26.6;11765;523;
199003    ;TS;150;133.2;26.8;11766;523;
199003    ;TS;156;133.2;26.9;11767;523;
199003    ;TS;162;133.4;26.9;11768;523;
199003    ;TS;168;133.6;26.9;11769;523;
199003    ;TS;174;133.7;26.9;11770;523;
199003    ;TS;180;133.7;26.8;11771;;
199004    ;2 ;0;100.5;13.2;11772;1399;
199004    ;2 ;6;99.2;13.9;11773;1399;
199004    ;2 ;12;98.2;14.8;11774;1399;
199004    ;2 ;18;97.4;15.7;11775;1399;
199004    ;2 ;24;96.4;16.6;11776;;
199004    ;2 ;30;95.2;17.4;11777;1400;
199004    ;2 ;36;93.7;18.3;11778;1400;
199004    ;2 ;42;92.4;19.1;11779;1400;
199004    ;2 ;48;91.3;19.7;11780;1400;
199004    ;2 ;54;90;20.2;11781;;
199004    ;2 ;60;88.9;20.5;11782;1401;
199004    ;2 ;66;87.7;20.6;11783;1401;
199004    ;2 ;72;86.4;20.6;11784;1401;
199004    ;2 ;78;85.3;20.7;11785;1401;
199004    ;2 ;84;84.2;20.8;11786;1401;
199004    ;2 ;90;83.2;20.9;11787;;
199004    ;2 ;96;81.9;20.8;11788;1402;
199004    ;2 ;102;80.6;20.7;11789;1402;
199004    ;2 ;108;79.2;20.8;11790;1402;
199004    ;2 ;114;77.8;21.1;11791;1402;
199004    ;2 ;120;76.6;21.6;11792;;
199004    ;2 ;126;75.1;22;11793;;
199004    ;2 ;132;73;22.5;11794;;
199005    ;TS;0;157;38;11795;355;
199005    ;TS;6;157;38.3;11796;355;
199005    ;TS;12;156.9;38.8;11797;355;
199005    ;TS;18;156.7;39.2;11798;355;
199005    ;TS;24;156.1;39.5;11799;355;
199005    ;TS;30;154.7;39.7;11800;1179;
199005    ;TS;36;152.7;39.4;11801;;
199005    ;TS;42;151;38.8;11802;1180;
199005    ;TS;48;149.9;38.1;11803;1180;
199005    ;TS;54;149.2;37.6;11804;356;
199005    ;TS;60;148.4;37.3;11805;356;
199005    ;TS;66;147.5;37.1;11806;356;
199005    ;TS;72;146.9;37;11807;356;
199005    ;TS;78;146.6;37;11808;356;
199005    ;TS;84;146.5;37.1;11809;356;
199005    ;TS;90;146.5;37.2;11810;356;
199005    ;TS;96;146.5;37.5;11811;356;
199005    ;TS;102;146.3;37.5;11812;356;
199005    ;TS;108;146.1;37.4;11813;356;
199005    ;TS;114;145.8;37.1;11814;356;
199005    ;TS;120;145.8;36.9;11815;356;
199005    ;TS;126;146;36.9;11816;356;
199005    ;TS;132;146.4;37;11817;356;
199005    ;TS;138;147;37.1;11818;356;
199005    ;TS;144;148;37.4;11819;356;
199005    ;TS;150;149.2;37.8;11820;356;
199005    ;TS;156;150.4;38.5;11821;356;
199005    ;TS;162;151.4;39.2;11822;356;
199005    ;TS;168;151.9;39.6;11823;356;
199005    ;TS;174;152.3;39.7;11824;1180;
199005    ;TS;180;152.9;39.6;11825;1180;
199005    ;TS;186;153.9;39.3;11826;1180;
199005    ;TS;192;155;39.1;11827;1180;
199005    ;TS;198;156.2;39;11828;;
199005    ;TS;204;157.1;39;11829;357;
199005    ;TS;210;158;39.1;11830;357;
199005    ;TS;216;158.8;39;11831;357;
199005    ;TS;222;159.5;38.9;11832;357;
199005    ;TS;228;160.1;38.8;11833;357;
199005    ;TS;234;160.7;38.5;11834;1181;
199005    ;TS;240;161.5;38.1;11835;1181;
199005    ;TS;246;162.2;37.7;11836;1181;
199005    ;TS;252;162.9;37.6;11837;;
199005    ;TS;258;163.4;38;11838;;
199006    ;TS;0;147.9;9;11839;;
199006    ;TS;6;146;8.5;11840;;
199006    ;TS;12;143.8;8.3;11841;;
199006    ;TS;18;141;8.2;11842;;
199006    ;TS;24;138;8;11843;;
199006    ;TS;30;135.4;7.9;11844;;
199006    ;TS;36;133.2;8.2;11845;;
199006    ;TS;42;131.1;8.4;11846;;
199006    ;TS;48;128.9;8.7;11847;;
199006    ;TS;54;126.4;9;11848;;
199006    ;TS;60;124;9.2;11849;;
199006    ;TS;66;121;9.7;11850;;
199006    ;TS;72;118.7;10.2;11851;;
199007    ;3 ;0;134.1;12.6;11852;71;
199007    ;3 ;6;133.1;12.9;11853;71;
199007    ;3 ;12;132;13.2;11854;71;
199007    ;3 ;18;131;13.3;11855;71;
199007    ;3 ;24;129.9;13.5;11856;71;
199007    ;3 ;30;128.8;13.7;11857;;
199007    ;3 ;36;127.7;13.8;11858;72;
199007    ;3 ;42;126.7;14;11859;72;
199007    ;3 ;48;125.6;14.2;11860;72;
199007    ;3 ;54;124.5;14.5;11861;72;
